Name;Dosage;Forme;Presentation;Price;Remboursement;DCI;Type;Prescription;Image
CIPTADINE;4 mg;Comprimes enrobes secables;B/30;5.12;4.335;CYPROHEPTADINE;Antihistaminiques;Non;https://pharmnet-dz.com/img/medics/3332.png
CITOM;50 mg;Comprimes secables;B/10;7.87;5.338;CLOMIFENE;Hormones;Oui;https://www.pharma-gdd.com/media/cache/resolve/product_show/7a616d626f6e2d7669727061782d35306d672d312d636f6d7072696d652d627563636f67696e676976616c2d636f7465f92c62b0.jpg
CITOM;50 mg;Comprimes secables;B/5;4.055;2.669;CLOMIFENE;Hormones;Oui;https://www.pharma-gdd.com/media/cache/resolve/product_show/7a616d626f6e2d7669727061782d35306d672d312d636f6d7072696d652d627563636f67696e676976616c2d636f7465f92c62b0.jpg
CLAMOXYL;500 mg;Gelules;B/12;7.92;2.519;AMOXICILLINE;Antibiotiques;Oui;https://mboapharma.cm/wp-content/uploads/2021/09/clamoxyl-500-cp.png
CLAMOXYL DISPERSIBLE;1 g;Comprimes solubles;B/12;13.805;4.845;AMOXICILLINE;Antibiotiques;Oui;http://www.altercode.fr/Pharma/ANSM/CLAMOXYL-1g/images/clamoxyl.png
CLAMOXYL DISPERSIBLE;500 mg;Comprimes solubles;B/12;8.74;3.07;AMOXICILLINE;Antibiotiques;Oui;https://mboapharma.cm/wp-content/uploads/2021/09/clamoxyl-500-cp.png
CLAMYCINE;250 mg;Comprimes pellicules secables;B/14;15.97;11.293;CLARITHROMYCINE;Antibiotiques;Oui;https://www.pharmabolix.com/sites/default/files/Clamycine_x2.jpg
CLARID;250 mg;Comprimes pellicules;B/10;13.505;8.067;CLARITHROMYCINE;Antibiotiques;Oui;https://allengeindia.com/wp-content/uploads/2023/07/CLARID-250-2-scaled.jpg
CLARID;250 mg;Comprimes pellicules;B/14;16.54;11.293;CLARITHROMYCINE;Antibiotiques;Oui;https://allengeindia.com/wp-content/uploads/2023/07/CLARID-250-2-scaled.jpg
CLARIMAX;250 mg;Comprimes pellicules;B/14;14.0;11.293;CLARITHROMYCINE;Antibiotiques;Oui;https://laboratoirespharmacare.tn/wp-content/uploads/2024/09/Clarimax-250-mg.png
CLARITHRO 250;250 mg;Comprimes pellicules;B/10;11.345;8.067;CLARITHROMYCINE;Antibiotiques;Oui;https://bahripharm.com/images/Products/Products-Gallery/c8e1a28d3401b729196cb1d1753c340b.png
CLARIUS;5 mg;Comprimes pellicules;B/15;5.42;4.118;DESLORATADINE;Antihistaminiques;Non;https://pharmex.ly/wp-content/uploads/2020/12/bdbdfbdc.png
CLARIUS;5 mg;Comprimes pellicules;B/30;9.705;8.236;DESLORATADINE;Antihistaminiques;Non;https://pharmex.ly/wp-content/uploads/2020/12/bdbdfbdc.png
CLAVOR;500 mg/125 mg;Comprimes;B/12;10.125;8.599;AMOXICILLINE+ACIDE CLAVULANIQUE;Antibiotiques;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/clavor-500-20cpr-600x464.png
CLENIL 250 �G;250 �g;Aerosol;FL/200 doses;21.875;10.88;BECLOMETASONE;Cortico�des;Oui;https://d2j6dbq0eux0bg.cloudfront.net/images/110825756/4866192346.png
CLIMASTON;1 mg/10 mg;Comprimes pellicules;B/14 + 14;10.689;9.068;ESTRADIOL+DYDROGESTRONE;Hormones;Oui;https://pharmnet-dz.com/img/medics/3030.png
CLIMASTON;1 mg/5 mg;Comprimes pellicules;B/28;12.063;10.234;ESTRADIOL+DYDROGESTRONE;Hormones;Oui;https://4.bp.blogspot.com/-HgJoj58Ain0/WdkfrQsrnMI/AAAAAAAABas/qJSJzCxToQAFbzNr25r17gs_lCEwZZh-gCLcBGAs/s1600/photo-climaston-2mg-10mg.png
CLIMASTON;2 mg/10 mg;Comprimes pellicules;B/14 + 14;10.224;8.687;ESTRADIOL+DYDROGESTRONE;Hormones;Oui;https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhpHYRymNo2d5WBoGpnmnLthyYP6S7YlyWvEdIUJN6eb9fkdrk7bJH3ILwnk7paRzBREb1Bovx644LCe-03eg8xZMzCI-o8l8BDbxNr2Fc5jROg5-IVof19YP08_M0upQhmTXqo1EsEWntUwSchQTcbmHRJCV6j0wn-ATgc6UdiCCWUWJTNi11OHrKGb34Z/w1200-h630-p-k-no-nu/PhotoRoom-20231208_173237.png
CLOBEX;500 �g/g;Shampooing;B/1 FL/125 ml;31.91;27.094;CLOBETASOL;Cortico�des;Non;https://cdn.shop-apotheke.com/images/768x0/D15/435/703/D15435703-p10.jpg
CLOPIX;75 mg;Comprimes pellicules;B/30;36.52;24.939;CLOPIDOGREL;Antiplaquettaires;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/clopix-b90-600x464.png
CLOPIX;75 mg;Comprimes pellicules;B/60;149.555;49.878;CLOPIDOGREL;Antiplaquettaires;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/clopix-b90-600x464.png
CLOPIX;75 mg;Comprimes pellicules;B/90;103.12;74.817;CLOPIDOGREL;Antiplaquettaires;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/clopix-b90-600x464.png
CLOVEN;75 mg;Comprimes pellicules;B/30;32.155;24.939;CLOPIDOGREL;Antiplaquettaires;Oui;https://philadelphia-pharma.com/wp-content/uploads/2025/07/CLOVEN-75MG-BOITE-DE-30-scaled-1.jpg
CLOVEN;75 mg;Comprimes pellicules;B/90;90.08;74.817;CLOPIDOGREL;Antiplaquettaires;Oui;https://philadelphia-pharma.com/wp-content/uploads/2025/07/CLOVEN-75MG-BOITE-DE-30-scaled-1.jpg
CO-ARADEUX;150 mg/12,5 mg;Comprimes pellicules;B/30;25.895;17.059;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-150-b90-600x464.png
CO-ARADEUX;150 mg/12,5 mg;Comprimes pellicules;B/90;65.955;51.178;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-150-b90-600x464.png
CO-ARADEUX;300 mg/12,5 mg;Comprimes pellicules;B/30;24.24;20.604;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-300-125-b90.png
CO-ARADEUX;300 mg/12,5 mg;Comprimes pellicules;B/90;85.47;61.812;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-300-125-b90.png
CO-ARADEUX;300 mg/12,5 mg;Comprimes secables;B/30;33.25;20.604;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-300-125-b90.png
CO-ARADEUX;300 mg/12,5 mg;Comprimes secables;B/90;87.27;61.812;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-300-125-b90.png
CO-ARADEUX;300 mg/25 mg;Comprimes pellicules;B/30;33.155;20.604;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-300-250-b90-600x464.png
CO-ARADEUX;300 mg/25 mg;Comprimes pellicules;B/90;85.48;61.812;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-300-250-b90-600x464.png
CO-ARADEUX;300 mg/25 mg;Comprimes secables;B/30;34.58;20.604;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-300-250-b90-600x464.png
CO-ARADEUX;300 mg/25 mg;Comprimes secables;B/90;88.44;61.812;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://saiph-labo.com/wp-content/uploads/2023/07/co-aradeux-300-250-b90-600x464.png
CO-IRBESAR;150 mg/12,5 mg;Comprimes secables;B/30;23.95;17.059;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://images.amavita.ch/product-images/850/850/co-irbesartan-sandoz-cpr-pell-150-12-5-mg-28-pce-gallery-1-001G60.jpg
CO-IRBESAR;150 mg/12,5 mg;Comprimes secables;B/90;66.06;51.178;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://images.amavita.ch/product-images/850/850/co-irbesartan-sandoz-cpr-pell-150-12-5-mg-28-pce-gallery-1-001G60.jpg
CO-IRBY;150 mg/12,5 mg;Comprimes pellicules;B/30;23.865;17.059;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://asafar.net/wp-content/uploads/1566_500_10.jpg
CO-IRIVEL;150 mg/12,5 mg;Comprimes pellicules;B/30;26.14;17.059;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://asafar.net/wp-content/uploads/1566_500_10.jpg
CO-IRIVEL;150 mg/12,5 mg;Comprimes pellicules;B/90;66.03;51.178;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://asafar.net/wp-content/uploads/1566_500_10.jpg
CO-LOSAR;50 mg/12,5 mg;Comprimes pellicules;B/30;27.245;17.468;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://images.amavita.ch/product-images/650/650/co-losartan-sandoz-cpr-pell-50-12-5mg-98-pce-gallery-1-0028QP.jpg
CO-LOSAR;50 mg/12,5 mg;Comprimes pellicules;B/60;48.185;34.935;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://images.amavita.ch/product-images/650/650/co-losartan-sandoz-cpr-pell-50-12-5mg-98-pce-gallery-1-0028QP.jpg
CO-LOSAR;50 mg/12,5 mg;Comprimes pellicules;B/90;64.97;52.403;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://images.amavita.ch/product-images/650/650/co-losartan-sandoz-cpr-pell-50-12-5mg-98-pce-gallery-1-0028QP.jpg
CO-LOSAR FORT;100 mg/25 mg;Comprimes pellicules secables;B/30;30.975;20.196;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://weqaya.ly/wp-content/uploads/2024/10/MED048.jpg
CO-LOSAR FORT;100 mg/25 mg;Comprimes pellicules secables;B/90;75.035;60.588;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://weqaya.ly/wp-content/uploads/2024/10/MED048.jpg
CO-LOSAR PLUS;100 mg/12,5 mg;Comprimes pellicules secables;B/30;29.29;20.961;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://weqaya.ly/wp-content/uploads/2024/10/MED020.jpg
CO-LOSAR PLUS;100 mg/12,5 mg;Comprimes pellicules secables;B/90;74.03;62.883;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://weqaya.ly/wp-content/uploads/2024/10/MED020.jpg
CO-LOSARTAN WINTHROP;100 mg/25 mg;Comprimes pellicules secables;B/30;26.485;20.196;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://phemedica.com.mx/wp-content/uploads/2024/06/co-tarsan-losartan-hidroclorotiazida-100mg-25mg-c-15-comp-maver.png
CO-LOSARTAN WINTHROP;50 mg/12,5 mg;Comprimes pellicules;B/30;25.11;17.468;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://weqaya.ly/wp-content/uploads/2024/10/MED018.jpg
CO-MEDZAR;50 mg/12,5 mg;Comprimes pellicules secables;B/28;24.245;16.303;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://asafar.net/wp-content/uploads/8818_500_10.jpg
CO-MEDZAR;50 mg/12,5 mg;Comprimes pellicules secables;B/90;61.735;52.403;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://asafar.net/wp-content/uploads/8818_500_10.jpg
CO-MEDZAR FORT;100 mg/25 mg;Comprimes pellicules secables;B/28;27.08;18.85;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://asafar.net/wp-content/uploads/8819_500_10.jpg
CO-MEDZAR FORT;100 mg/25 mg;Comprimes pellicules secables;B/90;71.29;60.588;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://asafar.net/wp-content/uploads/8819_500_10.jpg
CO-TENSOPRIL;50 mg/25 mg;Comprimes;B/30;19.41;16.473;CAPTOPRIL+HYDROCHLORTHIAZIDE;Antihypertenseurs;Oui;https://1.bp.blogspot.com/-PXjSVis0Oog/YBZkX4naPqI/AAAAAAAAXZo/3CBuk3DrWGwjzNj_pI7Qw8fsOUMXTBQoQCLcBGAsYHQ/w1200-h630-p-k-no-nu/1e.PNG
CO-THERAPRIL;10 mg/10 mg;Comprimes;B/30;36.84;31.314;PERINDOPRIL+AMLODIPINE;Antihypertenseurs;Oui;http://tabletpharmacy.com.pk/cdn/shop/files/CoTrupril2012.5mgTablet_1200x1200.png?v=1703237295
CO-THERAPRIL;10 mg/5 mg;Comprimes;B/30;34.315;29.147;PERINDOPRIL+AMLODIPINE;Antihypertenseurs;Oui;https://ecofarma.co/wp-content/uploads/2026/03/COVERAM-10-MG-5-MG-x-30-COMPRIMIDOS-1024x1024.webp
CO-THERAPRIL;5 mg/5 mg;Comprimes;B/30;27.145;23.052;PERINDOPRIL+AMLODIPINE;Antihypertenseurs;Oui;https://leki.pl/wp-content/uploads/2025/04/Co-Prestarium-tabletki-5-mg-5-mg.png
CO-ZARTAN;50 mg/12,5 mg;Comprimes pellicules secables;B/30;30.445;17.468;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://curitekcom.b-cdn.net/wp-content/uploads/2024/09/CO-TARSAN-50-MG-12.5-MG-LOSARTAN-HIDROCLOROTIAZIDA.jpg?v=1726007218
CO-ZARTAN;50 mg/12,5 mg;Comprimes pellicules secables;B/90;67.315;52.403;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://curitekcom.b-cdn.net/wp-content/uploads/2024/09/CO-TARSAN-50-MG-12.5-MG-LOSARTAN-HIDROCLOROTIAZIDA.jpg?v=1726007218
CO-ZARTAN FORT;100 mg/25 mg;Comprimes pellicules;B/30;34.66;20.196;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://www.medipanpanama.com/wp-content/uploads/2021/06/XARTAN-HCT-100-25-PRODUCTO.png
CO-ZARTAN FORT;100 mg/25 mg;Comprimes pellicules;B/90;77.64;60.588;LOSARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://www.medipanpanama.com/wp-content/uploads/2021/06/XARTAN-HCT-100-25-PRODUCTO.png
COAPROVEL;150 mg/12,5 mg;Comprimes pellicules;B/30;43.025;17.059;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://cdn.shop-apotheke.com/images/D06/910/944/D06910944-p15.jpg
COAPROVEL;150 mg/12,5 mg;Comprimes pellicules;B/90;120.045;51.178;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://cdn.shop-apotheke.com/images/D06/910/944/D06910944-p15.jpg
COAPROZAR;150 mg/12,5 mg;Comprimes pellicules;B/30;28.015;17.059;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://static.shop-apotheke.com/images/D02766580-p1.jpg
COAPROZAR;150 mg/12,5 mg;Comprimes pellicules;B/90;70.82;51.178;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://static.shop-apotheke.com/images/D02766580-p1.jpg
COARAVEN;150 mg/12,5 mg;Comprimes pellicules;B/30;30.625;17.059;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://philadelphia-pharma.com/wp-content/uploads/2025/07/COARAVEN-150MG12.5MG-BOITE-DE-90-scaled-1.jpg
COARAVEN;150 mg/12,5 mg;Comprimes pellicules;B/90;80.15;51.178;IRBESARTAN+HYDROCHLOROTHIAZIDE;Antihypertenseurs;Oui;https://philadelphia-pharma.com/wp-content/uploads/2025/07/COARAVEN-150MG12.5MG-BOITE-DE-90-scaled-1.jpg
COLCHICINA LIRCA;1 mg;Comprimes;B/20;3.36;2.856;COLCHICINE;Anti-inflammatoires;Oui;https://pillintrip.com/style/images/medicines/colchicina-lirca/colchicina-lirca3.jpg
COLCHICINA LIRCA;1 mg;Comprimes;B/60;29.405;8.568;COLCHICINE;Anti-inflammatoires;Oui;https://pillintrip.com/style/images/medicines/colchicina-lirca/colchicina-lirca3.jpg
COLLARGOL;5,00%;Pommade dermique;T/10 g;2.525;1.008;ARGENT COLLARGOL+ARGENT COLLOIDAL;Autres;Oui;https://asafar.net/wp-content/uploads/547_500_10.jpg
COLOCALM;160 mg;Comprimes orodispersibles;B/15;7.44;2.898;PHLOROGLUCINOL;Antispasmodiques;Non;https://saiph-labo.com/wp-content/uploads/2023/07/colocalm-160-600x464.png
COLOCALM;80 mg;Comprimes orodispersibles;B/20;4.935;1.968;PHLOROGLUCINOL;Antispasmodiques;Non;https://saiph-labo.com/wp-content/uploads/2023/07/colocalm-80-600x464.png
COLOSPASMYL;100 mg;Comprimes pellicules;B/30;5.73;1.764;TRIMEBUTINE;Antispasmodiques;Non;https://www.pharmabolix.com/sites/default/files/Colospasmyl.jpg
COLOSPASMYL;200 mg;Comprimes secables;B/15;5.79;2.202;TRIMEBUTINE;Antispasmodiques;Non;https://www.pharmabolix.com/sites/default/files/Colospasmyl.jpg
COLPRONE 5;5 mg;Comprimes;B/20;6.907;5.865;MEDROGESTONE;Hormones;Oui;https://asafar.net/wp-content/uploads/1592_500_10.jpg
COLTRAMYL;4 mg;Comprimes secables;B/12;7.65;1.901;THIOCOLCHICOSIDE;Anti-inflammatoires;Oui;https://www.rosheta.com/upload/90ec33c81b59ae1be7f72270793d3deb8d6ec875a061c62a6a07f71eec81b9bd.webp
COMBIFOR;200 �g/12 �g;Poudre pour inhalation buccale;B/120 g�lules (60 g�lules aeronide + 60 g�lules aerofor);40.37;32.946;BUDESONIDE+FORMOTEROL;Bronchodilatateurs;Oui;https://c8.alamy.com/compfr/2acfx4g/spiriva-respimat-peripherique-inhalateur-bronchodilatateur-pour-une-maladie-pulmonaire-obstructive-chronique-mpoc-la-bpco-est-une-combinaison-de-la-bronchite-chronique-et-l-emphysem-2acfx4g.jpg
COMBIFOR;400 �g/12 �g;Poudre pour inhalation buccale;B/120 g�lules (60 g�lules aeronide + 60 g�lules aerofor);48.985;39.831;BUDESONIDE+FORMOTEROL;Bronchodilatateurs;Oui;https://wikikenko.com/wp-content/uploads/2022/01/F-504.jpg
CONCOR AMLO;10 mg/10 mg;Comprimes;B/30;32.27;17.213;BISOPROLOL+ AMLODIPINE;Antihypertenseurs;Oui;https://farmaciasavefenix.gt/wp-content/uploads/2025/07/1016681-1.jpg
CONCOR AMLO;10 mg/5 mg;Comprimes;B/30;28.585;14.331;BISOPROLOL+ AMLODIPINE;Antihypertenseurs;Oui;http://pharmazone.com/cdn/shop/products/46450_000_001.png?v=1703628253
CONCOR AMLO;5 mg/10 mg;Comprimes;B/30;28.585;15.683;BISOPROLOL+ AMLODIPINE;Antihypertenseurs;Oui;https://www.farmaciasahumada.cl/on/demandware.static/-/Sites-ahumada-master-catalog/default/dw4e2a260b/images/products/77265/77265.jpg
CONCOR AMLO;5 mg/5 mg;Comprimes;B/30;24.005;12.827;BISOPROLOL+ AMLODIPINE;Antihypertenseurs;Oui;https://www.drogueriasanjorge.com/wp-content/uploads/2024/04/CONCOR-AM-5-MG-30-TABLETAS.jpg
CONVERTAL;25 mg;Comprimes secables;B/30;6.985;4.233;CAPTOPRIL;Antihypertenseurs;Oui;https://asafar.net/wp-content/uploads/1611_500_10.jpg
COOLMETEC;20 mg/12,5 mg;Comprimes pellicules;B/30;39.758;23.715;OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE;Antihypertenseurs;Oui;https://cdn.shop-apotheke.com/images/D16/701/176/D16701176-p12.jpg
COOLMETEC;20 mg/25 mg;Comprimes pellicules;B/30;40.972;24.429;OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE;Antihypertenseurs;Oui;https://cdn.shop-apotheke.com/images/D03/709/360/D03709360-p11.jpg
COOLMETEC;40 mg/12,5 mg;Comprimes pellicules;B/30;46.815;27.897;OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE;Antihypertenseurs;Oui;https://oladoctor.com/images/medicines/37348/olmetec-plus-40-mg-12-5-mg-comprimidos-recubiertos-con-pelicula-pack.jpg
COOLMETEC;40 mg/25 mg;Comprimes pellicules;B/30;46.815;27.897;OLMESARTAN MEDOXOMIL + HYDROCHLORTHIAZIDE;Antihypertenseurs;Oui;https://cdn.shop-apotheke.com/images/D03/709/466/D03709466-p10.jpg
COPIGREL;75 mg;Comprimes pellicules;B/30;31.33;24.939;CLOPIDOGREL;Antiplaquettaires;Oui;https://coaspharma.com.co/wp-content/uploads/2024/08/CLOPIDOGREL-75-mg-TAB-1024x1024.jpg
COPIGREL;75 mg;Comprimes pellicules;B/60;115.315;49.878;CLOPIDOGREL;Antiplaquettaires;Oui;https://coaspharma.com.co/wp-content/uploads/2024/08/CLOPIDOGREL-75-mg-TAB-1024x1024.jpg
COPIGREL;75 mg;Comprimes pellicules;B/90;91.09;74.817;CLOPIDOGREL;Antiplaquettaires;Oui;https://coaspharma.com.co/wp-content/uploads/2024/08/CLOPIDOGREL-75-mg-TAB-1024x1024.jpg
COPRED ODT;5 mg;Comprimes orodispersibles;B/30;6.345;5.38;PREDNISOLONE;Cortico�des;Oui;https://www.imexpharm.com/Data/Sites/1/Product/8985/predni-odt-5mg.png
CORACTEN;20 mg;Gelules � liberation prolongee;B/30;10.865;9.231;NIFEDIPINE;Antihypertenseurs;Oui;https://www.kingnet.com.tw/medicament/knresource/drug/appearances/appearance_B020917.jpg
CORAPRIL;10 mg/12,5 mg;Comprimes secables;B/30;29.93;25.424;RAMIPRIL+HYDROCHLOROTHIZIDE;Antihypertenseurs;Oui;https://images.amavita.ch/product-images/co-lisinopril-mepha-tabl-10-12-5-30-stk-gallery-1-0029O7.jpg
CORAPRIL;10 mg/25 mg;Comprimes secables;B/30;29.93;25.424;RAMIPRIL+HYDROCHLOROTHIZIDE;Antihypertenseurs;Oui;https://www.apo.com/images/product_images/info_images/enalapril-compositus-abz-10-mg-25-mg-tabletten-100-stk-pzn-04182765.jpg
CORAPRIL;5 mg/25 mg;Comprimes secables;B/30;23.555;16.958;RAMIPRIL+HYDROCHLOROTHIZIDE;Antihypertenseurs;Oui;https://www.med.tn/image-medicament-06a4e9e9f84c076b6bb123f858725f3c.jpg
CORAPRIL;5 mg/25 mg;Comprimes secables;B/90;59.865;50.873;RAMIPRIL+HYDROCHLOROTHIZIDE;Antihypertenseurs;Oui;https://www.med.tn/image-medicament-06a4e9e9f84c076b6bb123f858725f3c.jpg
CORDARONE;200 mg;Comprimes secables;B/20;10.23;4.369;AMIODARONE;Autres;Oui;https://i5.walmartimages.com.mx/samsmx/images/product-images/img_large/000042993l.jpg
CORTEF 10;10 mg;Comprimes secables;FL/100;5.575;4.675;HYDROCORTISONE;Cortico�des;Oui;https://static.pharmindex.hu/Pharmindex/additional/images/identa/fotok/doboz/250/1127.webp
CORTEF 10;100 mg;Pdre p.prep.injectable;B/1 FL + solv/2 ml;2.085;1.772;HYDROCORTISONE;Cortico�des;Oui;https://www.thetailverse.com/wp-content/uploads/2025/10/20250929-260467.webp
CORTEMA;0,01%;Lotion;FL/30 ml;3.78;3.213;FLUOCINONIDE;Cortico�des;Non;https://pharmaderm.net/wp-content/uploads/2015/12/P22.jpg
CORTEMA;0,01%;Pommade dermique;T/20 g;6.123;2.448;FLUOCINONIDE;Cortico�des;Non;https://pharmaderm.net/wp-content/uploads/2015/12/P22.jpg
CORTEMA;0,01%;Pommade dermique;T/50 g;7.225;6.12;FLUOCINONIDE;Cortico�des;Non;https://pharmaderm.net/wp-content/uploads/2015/12/P22.jpg
CORTEMA APG;0,05%;Creme dermique;T/15 g;6.96;5.916;FLUOCINONIDE;Cortico�des;Non;http://pharmaderm.net/wp-content/uploads/2015/12/Cortema-APG.jpg
CORTEMA GEL;0,03%;Gel dermique;T/30 g;4.11;3.494;FLUOCINONIDE;Cortico�des;Non;http://pharmaderm.net/wp-content/uploads/2015/12/P18.jpg
CORTEMA GRAS;0,05%;Pommade dermique;T/15 g;6.214;5.279;FLUOCINONIDE;Cortico�des;Non;http://pharmaderm.net/wp-content/uploads/2015/12/Cortema-GRAS.jpg
CORTEMA NEOMYCINE;0,05%;Pommade dermique;T/15 g;7.075;1.989;FLUOCINONIDE+NEOMYCINE;Cortico�des;Non;https://pharmaderm.net/wp-content/uploads/2015/12/Cortena-neomicine.jpg
CORTINASE;64 �g/dose;Suspension nasale;FL/120 doses;17.48;12.036;BUDESONIDE;Cortico�des;Oui;https://medicarcp.com/website/images/Products_innerpack/2063908.jpg
CORTIS;100 �g;Solution pour inhalation;FL/100 doses;7.5;6.375;BECLOMETASONE;Cortico�des;Oui;https://files.nationalasthma.org.au/images/Symbicort-100.png
CORTIS;250 �g;Suspension pour inhalation;FL/200 doses;18.375;10.88;BECLOMETASONE;Cortico�des;Oui;https://lirp.cdn-website.com/d57efd0f/dms3rep/multi/opt/Cortis-2908b263-1920w.jpg
CORTIS;50 �g;Suspension pour inhalation;FL/200 doses;7.49;6.29;BECLOMETASONE;Cortico�des;Oui;https://irp.cdn-website.com/d57efd0f/dms3rep/multi/Cortis-2908b263.jpg
CORTIVANS;5 mg;Comprimes;B/30;5.94;5.049;PREDNISONE;Cortico�des;Oui;https://www.advanspharma.com/wp-content/uploads/2023/09/CortiVans-5mg.jpg
CORVASAL;2 mg;Comprimes secables;B/30;4.475;3.392;MOLSIDOMINE;Antihypertenseurs;Oui;https://www.dwa.ma/images/images-results-250/5c4f2358f56176139d6d6546-CORVASAL-dwa-maroc-mainImage.jpeg
CORVASAL;4 mg;Comprimes secables;B/30;8.49;6.503;MOLSIDOMINE;Antihypertenseurs;Oui;https://bpi.com.lb/wp-content/uploads/Corvasal-New-01.jpg
COSIMPREL;10 mg/10 mg;Comprimes pellicules;B/30;33.625;28.56;BISOPROLOL+PERINDOPRIL;Antihypertenseurs;Oui;https://www.serviermalaysia.com/wp-content/uploads/2022/11/COSYREL_10-10_box-and-canister_Nov2022-e1668654455907-1024x964.png
COSIMPREL;10 mg/5 mg;Comprimes pellicules;B/30;33.625;28.56;BISOPROLOL+PERINDOPRIL;Antihypertenseurs;Oui;https://www.pharmacie-de-sauternes.fr/resize/600x600/media/finish/img/normal/41/3400930067550-cosimprel-5mg-10mg-cpr-sec-30.jpg
COSIMPREL;5 mg/10 mg;Comprimes pellicules secables;B/30;25.052;21.293;BISOPROLOL+PERINDOPRIL;Antihypertenseurs;Oui;https://www.pharmacie-de-sauternes.fr/resize/600x600/media/finish/img/normal/41/3400930067550-cosimprel-5mg-10mg-cpr-sec-30.jpg
COSIMPREL;5 mg/5 mg;Comprimes pellicules secables;B/30;25.052;21.293;BISOPROLOL+PERINDOPRIL;Antihypertenseurs;Oui;https://mediel.com/wp-content/uploads/2023/06/41690_IMG_20846_HR.jpg
